Gender, Martial_Status, checking_account, Duration, Credit_history, Purpose, Credit_amount, Saving_Account, Employment, Installment, Debtors, Residence, Propety, Age, Other_installment, Housing, Credits, Job, Number_of_People, Telephone, Foreign_worker, Type_of_customer
male, married/widowed, 0 DM, 15, existing paid back duly till now, radio/television, 1053, <100 DM, <1 year, 4, none, 2, real estate, 27, none, own, 1, skilled employee, 1, none, no, 1
male, divorced/separated, no account, 24, existing paid back duly till now, radio/television, 3235, <500-1000 DM, >= 7 years, 3, none, 2, other, 26, none, own, 1, manager/self-employed, 1, yes, yes, 1
male, married/widowed, >=200 DM, 12, other credits existing, new car, 939, <500-1000 DM, 4-7 years, 4, none, 2, real estate, 28, none, own, 3, skilled employee, 1, yes, yes, 2
female, divorced/separated/married, 0-200 DM, 24, existing paid back duly till now, radio/television, 1967, <100 DM, >= 7 years, 4, none, 4, other, 20, none, own, 1, skilled employee, 1, yes, yes, 1
male, single, no account, 33, other credits existing, used car, 7253, <100 DM, 4-7 years, 3, none, 2, other, 35, none, own, 2, manager/self-employed, 1, yes, yes, 1
male, single, no account, 12, other credits existing, business, 2292, <100 DM, unemplyed, 4, none, 2, other, 42, stores, own, 2, manager/self-employed, 1, yes, yes, 2
male, single, no account, 10, existing paid back duly till now, new car, 1597, <500-1000 DM, 1-4 years, 3, none, 2, np property, 40, none, rent, 1, unskilled resident, 2, none, no, 1
female, divorced/separated/married, 0 DM, 24, existing paid back duly till now, new car, 1381, unknown, 1-4 years, 4, none, 2, society saving agreement, 35, none, own, 1, skilled employee, 1, none, yes, 2
male, single, no account, 36, other credits existing, used car, 5842, <100 DM, >= 7 years, 2, none, 2, society saving agreement, 35, none, own, 2, skilled employee, 2, yes, yes, 1
male, single, 0 DM, 12, existing paid back duly till now, new car, 2579, <100 DM, <1 year, 4, none, 1, real estate, 33, none, own, 1, unskilled resident, 2, none, yes, 2
female, divorced/separated/married, 0 DM, 18, delay in paying off, education, 8471, unknown, 1-4 years, 1, none, 2, other, 23, none, rent, 2, skilled employee, 1, yes, yes, 1
female, divorced/separated/married, no account, 21, existing paid back duly till now, new car, 2782, <500-1000 DM, 4-7 years, 1, none, 2, other, 31, bank, own, 1, manager/self-employed, 1, none, yes, 1
female, divorced/separated/married, 0-200 DM, 18, existing paid back duly till now, new car, 1042, unknown, 1-4 years, 4, none, 2, society saving agreement, 33, none, own, 1, skilled employee, 1, none, yes, 2
female, divorced/separated/married, no account, 15, existing paid back duly till now, new car, 3186, >=100 DM, 4-7 years, 2, none, 3, other, 20, none, rent, 1, skilled employee, 1, none, yes, 1
male, single, 0-200 DM, 12, existing paid back duly till now, used car, 2028, unknown, 1-4 years, 4, none, 2, other, 30, none, own, 1, skilled employee, 1, none, yes, 1
male, single, 0-200 DM, 12, other credits existing, new car, 958, <100 DM, 4-7 years, 2, none, 3, real estate, 47, none, own, 2, unskilled resident, 2, none, yes, 1
male, single, no account, 21, delay in paying off, furniture/equipment, 1591, <100-500 DM, 4-7 years, 4, none, 3, real estate, 34, none, own, 2, manager/self-employed, 1, none, yes, 1
female, divorced/separated/married, 0-200 DM, 12, existing paid back duly till now, furniture/equipment, 2762, unknown, >= 7 years, 1, none, 2, society saving agreement, 25, bank, own, 1, skilled employee, 1, yes, yes, 2
male, married/widowed, 0-200 DM, 18, existing paid back duly till now, used car, 2779, <100 DM, 1-4 years, 1, none, 3, other, 21, none, rent, 1, skilled employee, 1, yes, yes, 1
male, single, no account, 28, other credits existing, radio/television, 2743, <100 DM, >= 7 years, 4, none, 2, other, 29, none, own, 2, skilled employee, 1, none, yes, 1
male, single, no account, 18, other credits existing, radio/television, 1149, >=100 DM, 1-4 years, 4, none, 3, real estate, 46, none, own, 2, skilled employee, 1, none, yes, 1
male, single, no account, 9, existing paid back duly till now, furniture/equipment, 1313, <100 DM, >= 7 years, 1, none, 4, other, 20, none, own, 1, skilled employee, 1, none, yes, 1
female, divorced/separated/married, 0 DM, 18, other credits existing, repairs, 1190, <100 DM, unemplyed, 2, none, 4, np property, 55, none, for free, 3, unskilled non-resident, 2, none, yes, 2
male, single, no account, 5, existing paid back duly till now, business, 3448, <100 DM, 4-7 years, 1, none, 4, real estate, 74, none, own, 1, unskilled resident, 1, none, yes, 1
male, single, 0-200 DM, 24, existing paid back duly till now, others, 11328, <100 DM, 1-4 years, 2, co-applicant, 3, other, 29, bank, own, 2, manager/self-employed, 1, yes, yes, 2
male, single, 0 DM, 6, other credits existing, furniture/equipment, 1872, <100 DM, unemplyed, 4, none, 4, np property, 36, none, for free, 3, manager/self-employed, 1, yes, yes, 1
male, divorced/separated, no account, 24, other credits existing, repairs, 2058, <100 DM, 1-4 years, 4, none, 2, real estate, 33, none, own, 2, skilled employee, 1, yes, yes, 1
male, single, 0 DM, 9, existing paid back duly till now, furniture/equipment, 2136, <100 DM, 1-4 years, 3, none, 2, real estate, 25, none, own, 1, skilled employee, 1, none, yes, 1
male, married/widowed, 0-200 DM, 12, existing paid back duly till now, radio/television, 1484, unknown, 1-4 years, 2, none, 1, real estate, 25, none, own, 1, skilled employee, 1, yes, yes, 2
male, married/widowed, no account, 6, existing paid back duly till now, repairs, 660, <500-1000 DM, 4-7 years, 2, none, 4, real estate, 23, none, rent, 1, unskilled resident, 1, none, yes, 1
female, divorced/separated/married, no account, 24, other credits existing, new car, 1287, >=100 DM, >= 7 years, 4, none, 4, real estate, 37, none, own, 2, skilled employee, 1, yes, yes, 1
male, single, 0 DM, 42, other credits existing, repairs, 3394, <100 DM, unemplyed, 4, co-applicant, 4, other, 65, none, own, 2, unskilled non-resident, 1, none, yes, 1
female, divorced/separated/married, >=200 DM, 12, all at this bank paid back duly, business, 609, <100 DM, <1 year, 4, none, 1, real estate, 26, none, own, 1, unskilled non-resident, 1, none, yes, 2
male, single, no account, 12, existing paid back duly till now, new car, 1884, <100 DM, >= 7 years, 4, none, 4, other, 39, none, own, 1, manager/self-employed, 1, yes, yes, 1
female, divorced/separated/married, 0 DM, 12, existing paid back duly till now, furniture/equipment, 1620, <100 DM, 1-4 years, 2, co-applicant, 3, society saving agreement, 30, none, own, 1, skilled employee, 1, none, yes, 1
male, single, 0-200 DM, 20, delay in paying off, others, 2629, <100 DM, 1-4 years, 2, none, 3, other, 29, bank, own, 2, skilled employee, 1, yes, yes, 1
male, single, no account, 12, existing paid back duly till now, education, 719, <100 DM, >= 7 years, 4, none, 4, other, 41, bank, own, 1, unskilled resident, 2, none, yes, 2
female, divorced/separated/married, 0-200 DM, 48, other credits existing, furniture/equipment, 5096, <100 DM, 1-4 years, 2, none, 3, other, 30, none, own, 1, manager/self-employed, 1, yes, yes, 2
female, divorced/separated/married, no account, 9, other credits existing, education, 1244, unknown, >= 7 years, 4, none, 4, society saving agreement, 41, none, rent, 2, unskilled resident, 1, none, yes, 1
female, divorced/separated/married, 0 DM, 36, existing paid back duly till now, new car, 1842, <100 DM, <1 year, 4, none, 4, other, 34, none, own, 1, skilled employee, 1, yes, yes, 2
male, single, 0-200 DM, 7, existing paid back duly till now, radio/television, 2576, <100 DM, 1-4 years, 2, guarantor, 2, real estate, 35, none, own, 1, skilled employee, 1, none, yes, 1
female, divorced/separated/married, >=200 DM, 12, existing paid back duly till now, furniture/equipment, 1424, unknown, >= 7 years, 3, none, 4, real estate, 55, none, own, 1, manager/self-employed, 1, yes, yes, 1
male, married/widowed, 0-200 DM, 15, delay in paying off, repairs, 1512, >=100 DM, 1-4 years, 3, none, 3, society saving agreement, 61, stores, own, 2, skilled employee, 1, none, yes, 2
male, single, no account, 36, other credits existing, used car, 11054, unknown, 1-4 years, 4, none, 2, other, 30, none, own, 1, manager/self-employed, 1, yes, yes, 1
female, divorced/separated/married, no account, 6, existing paid back duly till now, radio/television, 518, <100 DM, 1-4 years, 3, none, 1, real estate, 29, none, own, 1, skilled employee, 1, none, yes, 1
male, single, no account, 12, all paid back duly, furniture/equipment, 2759, <100 DM, >= 7 years, 2, none, 4, society saving agreement, 34, none, own, 2, skilled employee, 1, none, yes, 1
male, single, no account, 24, existing paid back duly till now, used car, 2670, <100 DM, >= 7 years, 4, none, 4, other, 35, none, own, 1, manager/self-employed, 1, yes, yes, 1
male, single, 0 DM, 24, existing paid back duly till now, new car, 4817, <100 DM, 4-7 years, 2, co-applicant, 3, society saving agreement, 31, none, own, 1, skilled employee, 1, yes, yes, 2
female, divorced/separated/married, no account, 24, existing paid back duly till now, used car, 2679, <100 DM, <1 year, 4, none, 1, np property, 29, none, own, 1, manager/self-employed, 1, yes, yes, 1
male, single, 0 DM, 11, other credits existing, new car, 3905, <100 DM, 1-4 years, 2, none, 2, real estate, 36, none, rent, 2, skilled employee, 2, none, yes, 1
male, single, 0 DM, 12, existing paid back duly till now, used car, 3386, <100 DM, >= 7 years, 3, none, 4, np property, 35, none, for free, 1, skilled employee, 1, yes, yes, 2
female, divorced/separated/married, 0 DM, 6, existing paid back duly till now, domestic appliances, 343, <100 DM, <1 year, 4, none, 1, real estate, 27, none, own, 1, skilled employee, 1, none, yes, 1
male, single, no account, 18, existing paid back duly till now, radio/television, 4594, <100 DM, <1 year, 3, none, 2, other, 32, none, own, 1, skilled employee, 1, yes, yes, 1
male, single, 0 DM, 36, existing paid back duly till now, furniture/equipment, 3620, <100 DM, 1-4 years, 1, guarantor, 2, society saving agreement, 37, none, own, 1, skilled employee, 2, none, yes, 1
male, single, 0 DM, 15, existing paid back duly till now, new car, 1721, <100 DM, <1 year, 2, none, 3, real estate, 36, none, own, 1, skilled employee, 1, none, yes, 1
female, divorced/separated/married, 0-200 DM, 12, existing paid back duly till now, furniture/equipment, 3017, <100 DM, <1 year, 3, none, 1, real estate, 34, none, rent, 1, manager/self-employed, 1, none, yes, 1
male, single, 0-200 DM, 12, existing paid back duly till now, retraining, 754, unknown, >= 7 years, 4, none, 4, society saving agreement, 38, none, own, 2, skilled employee, 1, none, yes, 1
male, single, no account, 18, existing paid back duly till now, business, 1950, <100 DM, 4-7 years, 4, none, 1, other, 34, stores, own, 2, skilled employee, 1, yes, yes, 1
male, single, 0 DM, 24, existing paid back duly till now, used car, 2924, <100 DM, 1-4 years, 3, guarantor, 4, np property, 63, bank, own, 1, skilled employee, 2, yes, yes, 1
female, divorced/separated/married, 0 DM, 24, delay in paying off, radio/television, 1659, <100 DM, <1 year, 4, none, 2, other, 29, none, rent, 1, unskilled resident, 1, yes, yes, 2
male, single, no account, 48, delay in paying off, radio/television, 7238, unknown, >= 7 years, 3, none, 3, other, 32, bank, own, 2, skilled employee, 2, none, yes, 1
female, divorced/separated/married, no account, 33, delay in paying off, business, 2764, <100 DM, 1-4 years, 2, none, 2, other, 26, none, own, 2, skilled employee, 1, yes, yes, 1
male, single, no account, 24, delay in paying off, used car, 4679, <100 DM, 4-7 years, 3, none, 3, other, 35, none, own, 2, unskilled resident, 1, yes, yes, 1
male, married/widowed, 0-200 DM, 24, existing paid back duly till now, radio/television, 3092, <100-500 DM, <1 year, 3, none, 2, other, 22, none, rent, 1, skilled employee, 1, yes, yes, 2
female, divorced/separated/married, 0 DM, 6, existing paid back duly till now, education, 448, <100 DM, <1 year, 4, none, 4, society saving agreement, 23, none, own, 1, skilled employee, 1, none, yes, 2
male, single, 0 DM, 9, existing paid back duly till now, new car, 654, <100 DM, 1-4 years, 4, none, 3, other, 28, none, own, 1, unskilled resident, 1, none, yes, 2
male, single, no account, 6, existing paid back duly till now, retraining, 1238, unknown, unemplyed, 4, none, 4, society saving agreement, 36, none, own, 1, manager/self-employed, 2, yes, yes, 1
male, married/widowed, 0-200 DM, 18, other credits existing, radio/television, 1245, <100 DM, 1-4 years, 4, none, 2, other, 33, none, own, 1, skilled employee, 1, none, yes, 2
female, divorced/separated/married, 0 DM, 18, all paid back duly, furniture/equipment, 3114, <100 DM, <1 year, 1, none, 4, society saving agreement, 26, none, rent, 1, skilled employee, 1, none, yes, 2
male, single, no account, 39, existing paid back duly till now, used car, 2569, <500-1000 DM, 1-4 years, 4, none, 4, other, 24, none, own, 1, skilled employee, 1, none, yes, 1
male, single, >=200 DM, 24, existing paid back duly till now, radio/television, 5152, <100 DM, 4-7 years, 4, none, 2, other, 25, bank, own, 1, skilled employee, 1, none, yes, 1
male, single, 0-200 DM, 12, existing paid back duly till now, business, 1037, <100-500 DM, 4-7 years, 3, none, 4, real estate, 39, none, own, 1, unskilled resident, 1, none, yes, 1
male, single, 0 DM, 15, other credits existing, furniture/equipment, 1478, <100 DM, >= 7 years, 4, none, 4, other, 44, none, own, 2, skilled employee, 2, yes, yes, 1
female, divorced/separated/married, 0-200 DM, 12, other credits existing, radio/television, 3573, <100 DM, 1-4 years, 1, none, 1, real estate, 23, none, own, 1, unskilled resident, 1, none, yes, 1
male, single, 0-200 DM, 24, existing paid back duly till now, new car, 1201, <100 DM, <1 year, 4, none, 1, society saving agreement, 26, none, own, 1, skilled employee, 1, none, yes, 1
female, divorced/separated/married, 0 DM, 30, existing paid back duly till now, furniture/equipment, 3622, >=100 DM, >= 7 years, 4, none, 4, society saving agreement, 57, none, rent, 2, skilled employee, 1, yes, yes, 1
female, divorced/separated/married, no account, 15, delay in paying off, furniture/equipment, 960, >=100 DM, 4-7 years, 3, none, 2, society saving agreement, 30, none, own, 2, skilled employee, 1, none, yes, 1
male, single, no account, 12, other credits existing, new car, 1163, <500-1000 DM, 1-4 years, 4, none, 4, real estate, 44, none, own, 1, skilled employee, 1, yes, yes, 1
male, single, 0-200 DM, 6, delay in paying off, new car, 1209, <100 DM, unemplyed, 4, none, 4, society saving agreement, 47, none, own, 1, manager/self-employed, 1, yes, yes, 2
